CHEMBL424011,C(N1CCCC1)c2cccc(c2)c3n[nH]c(n3)c4ccc5OCCOc5c4,0
CHEMBL259772,CCCN1C(=O)N(CC)c2nc([nH]c2C1=O)c3cnn(c3)c4ccc(nc4)C(F)(F)F,0
CHEMBL3916846,CCN1N=C(C=C(NC(=O)Nc2c(Cl)cncc2Cl)C1=O)c3cccc(c3)c4cccc(c4)C(=O)NCCN5CCNCC5,1
CHEMBL365026,C1CCCC(CCC1)Nc2[nH]c(Nc3ccccc3)nc4ncnc24,0
CHEMBL2419146,CCCCN1C(=S)SC(=C1N=Cc2ccc(F)cc2)C#N,1
CHEMBL574597,CNc1nc(nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C#Cc4ccccc4,0
CHEMBL3114165,CC(C)(C)Cn1cc2c(Cl)nc(NC(=O)Cc3ccccc3)nc2n1,0
CHEMBL1090577,Clc1ccc(cc1)N2C(=S)Sc3c2ncn4nc(nc34)c5occc5,1
CHEMBL97757,Oc1cc(nc2nc(F)ccc12)c3ccccc3,0
CHEMBL3114140,CC(C)n1cc2c(Cl)nc(N)nc2n1,0
CHEMBL361075,COc1ccc(cc1)c2cnn(c2)c3nc(NCc4cccc(I)c4)c5ncn(C6O[C@H](CO)[C@@H](O)[C@H]6O)c5n3,0
CHEMBL3088336,COc1ccc(Nc2nc3c(Cl)ncnc3s2)cc1,0
CHEMBL261203,Nc1nc(c2occc2)c3ncn(C(=O)NCc4ccccc4)c3n1,1
CHEMBL573032,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NC)nc(nc23)C#Cc4ccc(OC)cc4,0
CHEMBL411685,O[C@H]([C@@H]1CCCCN1)c2cc(nc3c(cccc23)C(F)(F)F)C(F)(F)F,0
CHEMBL554623,Nc1nc(cc(n1)c2occc2)C(=O)NCc3cccc(Cl)c3,1
CHEMBL1097495,CN(C)CCN(C)c1oc(cc1)c2nc(N)nc3c4ccccc4C(=O)c23,1
CHEMBL2391842,COc1ccc(cc1)C(=O)Nc2nc(c3ccccc3)c(s2)C(=O)c4nc(N)nc(n4)N(C)C,0
CHEMBL3407529,CCOC(=O)c1nc(NC(=O)Cc2ccccc2)nc3nn(CC(C)(C)C)cc13,0
CHEMBL574602,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NC)nc(nc23)C#Cc4ccccc4,0
CHEMBL464859,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,1
CHEMBL464859,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,1
CHEMBL16724,OC(=O)COc1ccc(cc1)c2nc3C(=O)N(CC=C)C(=O)N(CC=C)c3[nH]2,0
CHEMBL3121727,CN1C(=O)N(C)c2nc([nH]c2C1=O)c3ccc(OCCCn4ccnc4)cc3,1
CHEMBL223456,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NOC)nc(nc23)C#Cc4ccc(C)cc4,0
CHEMBL3410302,CCOC(=O)c1nc(NC(=O)c2ccccc2)nc3nn(C)cc13,0
CHEMBL3414936,CCn1nnc(n1)[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3cnc4c(N)ncnc34,1
CHEMBL2413114,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCCCCCCCCNc4ccc(c5nonc45)[N+](=O)[O-])ncnc23,0
CHEMBL3314921,OC(=O)c1cnc(NC2CCCC2)n3nc(nc13)c4occc4,0
CHEMBL3410297,NC(=O)c1nc(N)nc2nn(CCc3ccccc3)cc12,0
CHEMBL556083,COc1ccccc1CNC(=O)c2cc(nc(N)n2)c3occc3,1
CHEMBL361072,CNc1nc(nc2c1ncn2C3O[C@H](CO)[C@@H](O)[C@H]3O)n4cc(cn4)c5oc6ccccc6n5,0
CHEMBL259607,Nc1nc(c2ccccc2)c(C#N)c(n1)c3ccc4OCOc4c3,1
CHEMBL2398484,C[C@@H](O)CCc1nc(N)c2nc(n(C)c2n1)n3nccn3,1
CHEMBL1099368,Nc1nc(c2ccccc2)c3C(=O)c4ccc(CNN5CCCC5)cc4c3n1,1
CHEMBL3410322,CCOC(=O)c1nc(NC(=O)Cc2ccccc2)nc3nn(C)cc13,0
CHEMBL374792,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NOC)nc(nc23)C#Cc4ccc(C)cc4,0
CHEMBL113,CN1C(=O)N(C)c2ncn(C)c2C1=O,0
CHEMBL261345,Nc1nc2ccccc2n3nc(nc13)c4occc4,1
CHEMBL572386,Clc1cccc(CC(=O)Nc2nc3nn(CCc4ccccc4)cc3c5nc(nn25)c6occc6)c1,1
CHEMBL3818390,Oc1ccc2C=C(C(=O)Oc2c1O)c3cc(Br)cs3,0
CHEMBL3799351,COc1ccccc1Cn2cc3nc(nc(N)c3n2)c4oc(C)cc4,1
CHEMBL281129,CSc1c2c(nc(N)n3nc(nc23)c4occc4)nn1C,1
CHEMBL284969,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NC4CCCC4)nc(Cl)nc23,1
CHEMBL464859,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,1
CHEMBL190,CN1C(=O)N(C)c2[nH]cnc2C1=O,0
CHEMBL464859,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,1
CHEMBL3410298,CCOC(=O)c1nc(N)nc2nn(C)cc12,0
CHEMBL378598,CCCN1C(=O)N(CCC)c2[nH]c(nc2C1=O)c3cnn(Cc4cc(ccc4Cl)C(F)(F)F)c3,0
CHEMBL567012,CCn1cnc2c(NCCc3ccccc3)ncnc12,0
CHEMBL405027,FC(F)(F)c1nc(C(=O)c2ccncc2)c3sccc3n1,0
CHEMBL374028,COc1ccc2[nH]cc(CCOc3nc(N)c4ncn([C@@H]5O[C@H](CO)[C@@H](O)[C@H]5O)c4n3)c2c1,0
CHEMBL190,CN1C(=O)N(C)c2[nH]cnc2C1=O,0
CHEMBL3314907,CCOC(=O)c1cnc(N2CCCCC2)n3nc(nc13)c4occc4,0
CHEMBL3114154,Cc1ccc(cc1)C(=O)Nc2nc(Cl)c3cn(CC(C)(C)C)nc3n2,0
CHEMBL124345,Nc1nc(SCc2ncc[nH]2)c(C#N)c(c3ccccc3)c1C#N,1
CHEMBL1171164,CCN(C(=O)C)c1ccc(OC)c2nc(NC(=O)c3cnn(Cc4cccc(c4)C(F)(F)F)c3)sc12,1
CHEMBL593973,Cc1cccnc1CNC(=O)c2cc(nc(N)n2)c3ccccc3F,1
CHEMBL2181144,Cn1cc2c(nc(Cl)n3nc(nc23)c4occc4)n1,0
CHEMBL401321,CC(=O)Nc1cc(nc(n1)c2occc2)n3cccn3,1
CHEMBL464859,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,1
CHEMBL3403734,Cc1ccc(cc1)c2nc(Nc3ccccc3)sc2C(=O)Nc4sc5CCCCc5c4C(=O)N,0
CHEMBL2391847,Cc1sc2nc(nc(N)c2c1C)c3sc(NC(=O)c4ccccc4)nc3c5ccccc5,0
CHEMBL113,CN1C(=O)N(C)c2ncn(C)c2C1=O,0
CHEMBL344706,CCCn1cc2c(nc(N)n3nc(nc23)c4occc4)n1,1
CHEMBL490605,O[C@H]1[C@@H](O)[C@@H]([C@H]2C[C@@H]12)n3cnc4c(NCc5cccc(I)c5)nc(Cl)nc34,0
CHEMBL2398482,CC(O)CCc1nc(N)c2nc(n(C)c2n1)n3nccn3,1
CHEMBL1800792,CCC1CN2C(=O)N(Cc3ccccc3)c4nc([nH]c4C2=N1)c5cc(OCc6ccccc6)nn5C,0
CHEMBL16929,CCCN1C(=O)N(CCC)c2[nH]c(nc2C1=O)c3ccc(OCC(=O)Nc4ccc(F)cc4)cc3,1
CHEMBL549563,O[C@@H]1CO[C@H]([C@@H]1O)n2cnc3c(NCc4cccc(Cl)c4)nc(Cl)nc23,0
CHEMBL260933,CCCN1C(=O)N(CC)c2nc([nH]c2C1=O)c3cnn(Cc4cccc(c4)C(F)(F)F)c3,0
CHEMBL490606,O[C@H]1[C@@H](O)[C@@H]([C@H]2C[C@@H]12)n3cnc4c(NCc5cccc(Br)c5)nc(Cl)nc34,0
CHEMBL272185,Oc1c(Br)cc2[nH]c3cnccc3c2c1Br,0
CHEMBL296389,Cn1c(nc2c(N)nc(nc12)C#CC3(O)CCCCCC3)c4cccc(F)c4,1
CHEMBL1650386,CCCC(=O)Nc1cc(nc(n1)c2occc2)c3occc3,1
CHEMBL252045,CCCN1C(=O)N(CCC)c2nc([nH]c2C1=O)c3cnn(Cc4noc(n4)c5ccccc5)c3,0
CHEMBL2391835,Cc1sc2nc(nc(N)c2c1C)c3sc(NC(=O)c4occc4)nc3c5ccccc5,0
CHEMBL193977,N#Cc1cccc(c1)c2nc(Nc3cccnc3)sc2n4cncn4,0
CHEMBL256151,Cn1ccnc1c2nc(N)nc3c2cnn3Cc4ccccc4F,0
CHEMBL472952,COc1ccccc1CN2C(=O)N(c3cccc(c3)C#N)c4nc(NC5CC5)ncc24,0
CHEMBL219413,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NNC(=O)c4occc4)nc(Cl)nc23,0
CHEMBL190,CN1C(=O)N(C)c2[nH]cnc2C1=O,0
CHEMBL2092941,Nc1nc(nc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C#CC(O)c4ccccc4,1
CHEMBL490405,COc1ccc(OC)c(CNc2nc(Cl)nc3c2ncn3[C@H]4[C@H](O)[C@H](O)[C@@H]5C[C@H]45)c1,0
CHEMBL2180909,Cn1cc2c(nc(N3CCOCC3)n4nc(nc24)c5occc5)n1,0
CHEMBL251873,CCN1C(=O)Nc2nc([nH]c2C1=O)c3cnn(Cc4ccccc4)c3,0
CHEMBL3121728,CN1C(=O)N(C)c2nc([nH]c2C1=O)c3ccc(OCCCN4CCN(Cc5ccccc5Cl)CC4)cc3,1
CHEMBL3907658,COc1cccc(CCNc2nc(N)c3nc(sc3n2)c4occc4)c1,1
CHEMBL374242,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NOC)nc(nc23)C#Cc4ccccc4,0
CHEMBL190,CN1C(=O)N(C)c2[nH]cnc2C1=O,0
CHEMBL119709,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCc4cccc(I)c4)ncnc23,0
CHEMBL190,CN1C(=O)N(C)c2[nH]cnc2C1=O,0
CHEMBL3093316,CN1C(=O)N(CC#C)C(=O)c2c1nc3N(CCc4ccccc4)CCCn23,0
CHEMBL65976,Cn1cnc2c(N)ncnc12,0
CHEMBL4104450,CCCN1C(=O)N(CCC)c2nc([nH]c2C1=O)c3onc(OCC4CN(C(=O)C4)c5ccc(cc5)C(F)(F)F)c3,0
CHEMBL3948763,Nc1ncc(c2ccnc(c2)C3CC3)c(n1)c4ccccc4,1
CHEMBL284969,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NC4CCCC4)nc(Cl)nc23,1
CHEMBL2112157,CNC(=O)[C@]12C[C@@H]1[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cc(OC)ccc5OC)nc(Cl)nc34,0
CHEMBL273094,CCCN1C(=O)N(CCC)c2nc([nH]c2C1=O)c3ccc(OCC(=O)NCCN)cc3,1
CHEMBL3765379,Nc1nc(C(=O)NCc2cccc3cccnc23)c4cccc(OC(F)(F)F)c4n1,1
CHEMBL1086978,COc1cccc(c1)c2nc(N)nc3c4ccccc4C(=O)c23,1
CHEMBL196258,CCCCCc1nc(N)c2nc(n(C)c2n1)n3nccn3,1
CHEMBL3403724,CCOC(=O)c1c2CCCCc2sc1NC(=O)c3sc(Nc4ccccc4)nc3N(C)C,0
CHEMBL2070882,CCCN1CCC(CC1)NC(=O)Nc2nc3nn(C)cc3c4nc(nn24)c5occc5,0
CHEMBL553449,Cc1cccc(CNC(=O)c2cc(nc(N)n2)c3occc3)c1,1
CHEMBL2180920,CCCCN(C)c1nc2nn(C)cc2c3nc(nn13)c4occc4,0
CHEMBL2151264,O=C(COCc1ccccc1)Nc2nc(n[nH]2)c3ccccc3,0
CHEMBL2165807,Nc1nc(c2ccccc2)c3C(=O)c4ccc(Cc5cccnc5)cc4c3n1,1
CHEMBL464859,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,1
CHEMBL448396,CC(C)n1cnc2ncnc(N)c12,0
CHEMBL512290,CN1C(=O)N(C)c2cc([nH]c2C1=O)c3ccc(COC(=O)Nc4ccccc4)cc3,1
CHEMBL260718,OC[C@@H]1CCCN1c2nc(c3nccs3)c4sccc4n2,1
CHEMBL284969,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NC4CCCC4)nc(Cl)nc23,1
CHEMBL279898,CCCN1C(=O)NC(=O)c2[nH]cnc12,0
CHEMBL595147,Cc1oc(cc1)c2cc(nc(C)n2)C(=O)NCc3ccccn3,0
CHEMBL113518,O=C1N2C(=NN=C1c3occc3)N(Cc4ccccc4)c5ccccc25,0
CHEMBL280888,CCCSc1c2c(nc(N)n3nc(nc23)c4occc4)nn1C,1
CHEMBL516238,Nc1ncnc2c1nc(Br)n2C3CCCCC3,0
CHEMBL65271,CCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n4nc(nc24)c5occc5)n1,0
CHEMBL284969,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NC4CCCC4)nc(Cl)nc23,1
CHEMBL1834624,Cn1cc2c(nc(NC(=O)Nc3ccccc3)n4nc(nc24)c5ccc(cc5)C(F)(F)F)n1,0
CHEMBL119709,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCc4cccc(I)c4)ncnc23,1
CHEMBL3410295,CC(C)n1cc2c(nc(N)nc2n1)C(=O)N,0
CHEMBL3904408,COc1cccc(CNc2nc(N)c3nc(sc3n2)c4occc4)c1,1
CHEMBL184557,CNc1nc(nc2c1ncn2C3O[C@H](CO)[C@@H](O)[C@H]3O)n4cc(cn4)C(=O)NCc5ccc(Cl)cc5,0
CHEMBL315150,CC(C)CCn1cc2c(nc(N)n3nc(nc23)c4occc4)n1,1
CHEMBL65271,CCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n4nc(nc24)c5occc5)n1,0
CHEMBL1082005,Cc1oc(cc1)c2nc(NC(=O)C3CC3)ccc2c4ccncc4,1
CHEMBL369573,Nc1nc(c2ccccc2)c3C(=O)c4ccccc4c3n1,1
CHEMBL2151250,C[C@@H](Oc1ccccc1)C(=O)Nc2nc(n[nH]2)c3ccccc3,0
CHEMBL103553,Cc1ccc2c(O)ccnc2n1,0
CHEMBL4071338,CCn1nnc(n1)[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3cnc4c(NCc5cccc(Cl)c5)ncnc34,1
CHEMBL2024114,Nc1nnc(c2ccc(O)c(Cl)c2)c(n1)c3ccccc3,1
CHEMBL191270,C1CCC(CC1)Nc2[nH]c(Sc3ccccc3)nc4ncnc24,0
CHEMBL464859,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,1
CHEMBL455493,Nc1ncnc2c1ncn2C3CCC3,0
CHEMBL2165804,CC(C)N1C=C(C=CC1=O)c2ncc(N)nc2c3ccc(F)cc3,1
CHEMBL1171525,COC(=O)CN(C(=O)C)c1ccc(OC)c2nc(NC(=O)c3ccc(F)cc3)sc12,1
CHEMBL1935760,Cn1cc2nc(N)n3nc(nc3c2n1)c4occc4,1
CHEMBL427077,CNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NOC)nc(nc23)C#Cc4ccc(F)cc4,0
CHEMBL1290212,CC(C)CCC1=C(C(=O)Nc2ccc(OCC(=O)NC(C)(C)c3ccccc3)cc12)c4nccs4,0
CHEMBL3980193,CCN1N=C(C=C(NC(=O)Nc2c(Cl)cncc2Cl)C1=O)c3cccc(c3)c4cccc(c4)C(=O)NCCN(C)C,1
CHEMBL3114152,CC(C)(C)Cn1cc2c(Cl)nc(NC(=O)c3ccc(F)cc3)nc2n1,0
CHEMBL122806,Nc1nc(SCc2ncc[nH]2)c(C#N)c(c3cccc(O)c3)c1C#N,1
CHEMBL195140,N#Cc1cccc(c1)c2nc(Nc3ccccn3)sc2n4cncn4,0
CHEMBL2180922,CCCCCN(CCCCC)c1nc2nn(C)cc2c3nc(nn13)c4occc4,0
CHEMBL3088349,CCN(CC)c1ncnc2sc(Nc3ccc(Cl)cc3)nc12,0
CHEMBL3314916,CCNc1ncc(C(=O)O)c2nc(nn12)c3occc3,0
CHEMBL2165803,Nc1nc(c2ccccc2)c3C(=O)c4ccc(cc4c3n1)C(F)(F)c5cccnc5,1
CHEMBL522434,COc1ccc(O)c(CNc2nc(Cl)nc3c2ncn3[C@H]4[C@H](O)[C@H](O)[C@@H]5C[C@H]45)c1,0
